Observed Value of ChemAHNet,Predicted Value of ChemAHNet,Observed Value of ChemAHNet-No MoIM,Predicted Value of ChemAHNet-No MoIM,Observed Value of ChemAHNet-No RCIM,Predicted Value of ChemAHNet-No RCIM,Observed Value of ChemAHNet-No MIM,Predicted Value of ChemAHNet-No MIM
2.7200003,2.0171394,2.7200003,2.6114073,2.7200003,1.771038,2.7200003,1.7886753
-2.62,-2.6976242,-2.62,-2.427936,-2.62,-2.4764266,-2.62,0.072473526
-1.19,-0.5691662,-1.19,-1.8066468,-1.19,-0.2920184,-1.19,-0.8005278
-2.73,-1.1942947,-2.73,-1.5572929,-2.73,-2.1559968,-2.73,-1.4152129
2.54,2.2038188,2.54,2.5531683,2.54,2.6218286,2.54,1.2194462
-1.53,-1.3781106,-1.53,-1.6205711,-1.53,-1.5336335,-1.53,-1.5469801
-0.9299998,-0.27695274,-0.9299998,-0.24072933,-0.9299998,0.13794756,-0.9299998,1.2692966
-2.1699998,-2.0044906,-2.1699998,-1.8871424,-2.1699998,-2.3722644,-2.1699998,-0.6444533
2.1499996,-0.026254177,2.1499996,1.1740279,2.1499996,0.9020972,2.1499996,1.2502079
0.17999983,-0.04171467,0.17999983,0.17647839,0.17999983,0.042150497,0.17999983,0.76571083
-1.24,-2.3913333,-1.24,-2.683542,-1.24,-2.9494443,-1.24,-0.5724242
0,0.08204985,0,0.837368,0,1.456265,0,0.6150608
-2.48,-2.474627,-2.48,-2.5992143,-2.48,-2.7305923,-2.48,-1.4389708
3.08,2.415238,3.08,3.0549517,3.08,3.0049276,3.08,0.83986855
-3.85,3.0404234,-3.85,2.048874,-3.85,3.5190325,-3.85,-0.1839199
0.119999886,0.7126384,0.119999886,-0.13709354,0.119999886,1.0123258,0.119999886,0.92473793
3.13,2.4119701,3.13,2.4774237,3.13,1.9977736,3.13,1.6167393
-0.28999996,-0.25925207,-0.28999996,-0.06554127,-0.28999996,-0.33555412,-0.28999996,-0.057302475
2.3000002,1.910768,2.3000002,2.0537648,2.3000002,1.3677335,2.3000002,1.7565403
-2.48,-1.4362283,-2.48,-2.6705463,-2.48,-1.7180052,-2.48,-0.44319725
-0.1800003,0.15738869,-0.1800003,-0.7450595,-0.1800003,0.17315674,-0.1800003,-0.4411373
-1.96,-1.9139378,-1.96,-1.9198108,-1.96,-1.0701864,-1.96,-0.038900375
1.0700002,1.1452808,1.0700002,-0.5368476,1.0700002,2.341473,1.0700002,-1.1158354
-4.5,2.7172794,-4.5,1.7859888,-4.5,-0.19690704,-4.5,0.26638222
4.46,-2.762086,4.46,-2.068565,4.46,1.0747676,4.46,0.6480198
-0.8399999,-0.42444038,-0.8399999,-0.27902842,-0.8399999,-1.1756227,-0.8399999,-0.45768547
-1.53,-1.1828394,-1.53,-1.2709746,-1.53,-0.73979783,-1.53,-0.28375816
-2.1699998,-1.8948255,-2.1699998,-1.5017786,-2.1699998,-0.28037548,-2.1699998,0.7967472
2.06,1.1818457,2.06,1.4190006,2.06,1.6217813,2.06,-1.0459349
3.13,2.5047874,3.13,2.5359163,3.13,-0.07162428,3.13,0.5598545
-1.49,2.243845,-1.49,3.4979916,-1.49,2.877922,-1.49,1.6697483
-2.1699998,-1.9043536,-2.1699998,-2.140808,-2.1699998,-3.1658797,-2.1699998,0.4068699
1.5799999,1.2256751,1.5799999,1.3602977,1.5799999,1.4610744,1.5799999,1.1327915
-0.53,0.47764015,-0.53,1.1379342,-0.53,0.78949356,-0.53,0.32694435
-1.75,1.4615078,-1.75,1.1201596,-1.75,1.4557247,-1.75,0.96751595
2.6899996,3.2069445,2.6899996,3.385501,2.6899996,3.1245685,2.6899996,-0.24887657
-0.3000002,0.048155308,-0.3000002,-0.47440195,-0.3000002,0.05017805,-0.3000002,-0.7758086
-3.13,-2.6562881,-3.13,-2.48032,-3.13,-2.1668324,-3.13,-0.46105003
-1.47,-1.4438293,-1.47,-0.9067962,-1.47,-1.4931111,-1.47,0.55106544
-1.6299999,0.7267904,-1.6299999,1.6708007,-1.6299999,-0.31592178,-1.6299999,0.51481056
-4.09,-3.4429147,-4.09,-2.7826443,-4.09,-2.9585295,-4.09,-0.9877074
-3.1999998,-2.7071986,-3.1999998,-2.791444,-3.1999998,-3.3170075,-3.1999998,-0.9090178
0,0.2642746,0,-0.122813225,0,-1.3752973,0,1.3909702
1.8800001,0.97223663,1.8800001,0.26948166,1.8800001,1.018673,1.8800001,0.59865
2.3000002,2.0065026,2.3000002,2.0542874,2.3000002,2.3891025,2.3000002,0.75712776
0.25,0.7721801,0.25,-1.5244224,0.25,-1.2744408,0.25,-1.0499175
-2.46,-1.4633951,-2.46,-1.5721631,-2.46,-1.3935926,-2.46,0.32172585
0.5600004,1.3659472,0.5600004,1.6799593,0.5600004,2.1460218,0.5600004,0.046930313
-1.6299999,-0.25971413,-1.6299999,-0.18349695,-1.6299999,-0.004451752,-1.6299999,0.15796089
-2.35,-2.7754674,-2.35,0.000116348,-2.35,-2.8379788,-2.35,-0.10145378
-3.4,-2.8778248,-3.4,-3.243882,-3.4,-3.6298828,-3.4,-2.481848
-2.48,-2.1917973,-2.48,-1.629317,-2.48,-2.0323753,-2.48,-1.1805174
-0.4000001,-0.031816483,-0.4000001,0.7018976,-0.4000001,0.59477663,-0.4000001,0.47896767
-0.3699999,1.2850571,-0.3699999,0.9173789,-0.3699999,0.99289846,-0.3699999,0.16736794
-2.9499998,2.5256557,-2.9499998,0.45897484,-2.9499998,2.089179,-2.9499998,0.048578262
1.96,1.8863268,1.96,1.3414407,1.96,-2.5745757,1.96,0.024820328
1.73,1.2015257,1.73,1.5129061,1.73,2.093264,1.73,0.37610817
0.97999954,0.7315855,0.97999954,0.95429945,0.97999954,1.6191735,0.97999954,1.4718571
2.54,2.3522692,2.54,2.6188087,2.54,2.5712795,2.54,1.225214
-1.7299998,-0.9060247,-1.7299998,-1.2392273,-1.7299998,0.022007942,-1.7299998,-0.96024156
-2.3,-2.7102478,-2.3,-2.746883,-2.3,-2.6495438,-2.3,-1.9002593
2.1399999,1.5147796,2.1399999,1.68923,2.1399999,1.9927349,2.1399999,0.98262215
-2.73,-2.218706,-2.73,-2.7138035,-2.73,-2.1956887,-2.73,-1.3236144
-3.13,-2.0049944,-3.13,-1.5420713,-3.13,-1.386385,-3.13,-0.4644146
-1.8800001,-1.415704,-1.8800001,-2.4470692,-1.8800001,-2.8734279,-1.8800001,-1.430731
-2.01,-2.5019891,-2.01,-2.4959817,-2.01,-2.446994,-2.01,-1.7913573
-2.56,-2.032946,-2.56,-2.0038042,-2.56,-2.6768122,-2.56,-1.8657897
-3.55,-3.3147707,-3.55,-3.2285948,-3.55,-2.8809443,-3.55,-0.88100266
2.06,1.4960837,2.06,2.2098737,2.06,1.9329629,2.06,0.3661518
-1.53,-0.6119571,-1.53,-0.9295509,-1.53,-0.8656759,-1.53,-0.026060104
-0.07999992,-1.01493,-0.07999992,-1.5070689,-0.07999992,-2.068282,-0.07999992,-1.6555388
2.06,1.1901712,2.06,1.5435219,2.06,0.62140703,2.06,0.74380684
1.6700001,-1.0229235,1.6700001,0.80349016,1.6700001,1.3448539,1.6700001,-0.45088768
3.8500004,2.3922095,3.8500004,2.9568853,3.8500004,2.4384427,3.8500004,0.20856667
-3.49,-1.887646,-3.49,-2.3263414,-3.49,-2.3703187,-3.49,-1.1722777
-2.72,-2.5811932,-2.72,-2.7184901,-2.72,-2.4275703,-2.72,-0.79132676
1.96,1.0059409,1.96,0.79837847,1.96,0.74523354,1.96,0.08222389
-0.48999977,-1.1494272,-0.48999977,-0.4784112,-0.48999977,-0.7208338,-0.48999977,-0.22017479
-1.0699999,0.31363916,-1.0699999,0.88673544,-1.0699999,1.5456486,-1.0699999,0.41950417
-1.6800001,-1.4048657,-1.6800001,-1.3431432,-1.6800001,-1.6450207,-1.6800001,-0.35832787
-2.5,-2.3116868,-2.5,-1.5893242,-2.5,-2.1330261,-2.5,-1.509146
1.6400003,0.20880318,1.6400003,0.52318096,1.6400003,1.472795,1.6400003,-0.97383714
0.37999964,1.1887026,0.37999964,1.708056,0.37999964,1.0277643,0.37999964,0.74476814
-2.0600002,-0.9141426,-2.0600002,-1.2200315,-2.0600002,-0.75756884,-2.0600002,-0.12610435
-0.1500001,0.32846355,-0.1500001,-0.53368807,-0.1500001,-0.36826038,-0.1500001,-0.33456993
0.75,0.8334546,0.75,0.3003044,0.75,0.7026701,0.75,0.49743843
-1.96,-1.105973,-1.96,-1.2198496,-1.96,-2.1381388,-1.96,-0.41277885
-0.07000017,0.1360693,-0.07000017,0.5318408,-0.07000017,2.159778,-0.07000017,1.0847263
0.60999966,-2.4495351,0.60999966,-0.4867401,0.60999966,-2.2747176,0.60999966,-0.6187041
3.19,2.6239634,3.19,3.22301,3.19,2.7184381,3.19,-0.7552092
1.0700002,-0.46066284,1.0700002,-0.42025566,1.0700002,0.35731602,1.0700002,0.36979103
-2.1699998,-1.683243,-2.1699998,-1.607342,-2.1699998,-1.7799172,-2.1699998,-0.8816893
-0.8699999,1.8611889,-0.8699999,1.4966106,-0.8699999,1.1080246,-0.8699999,1.8554173
-2.48,-2.4372125,-2.48,-2.5875845,-2.48,-1.6735423,-2.48,-0.31424522
-2.48,-2.797175,-2.48,-2.913167,-2.48,-2.5264618,-2.48,-1.2188323
-1.8800001,-2.0327358,-1.8800001,-1.7773097,-1.8800001,-1.8193321,-1.8800001,-1.5422423
-1.27,-0.7190888,-1.27,-0.6802132,-1.27,-0.8244722,-1.27,0.36903572
1.5300002,-0.565717,1.5300002,-0.5785594,1.5300002,-0.44954538,1.5300002,-0.49222374
-3.4,-0.061501026,-3.4,1.1061215,-3.4,-0.6641433,-3.4,0.5965214
-2.93,-2.2564623,-2.93,-2.203542,-2.93,-3.1258376,-2.93,-0.6692412
2.3000002,2.1260228,2.3000002,2.3526034,2.3000002,2.0387888,2.3000002,-0.5805266
1.4100003,-1.0254834,1.4100003,-1.2901516,1.4100003,-0.40122795,1.4100003,0.009439468
0.9499998,0.23335648,0.9499998,0.3431635,0.9499998,0.6061225,0.9499998,0.73275185
-1.96,-1.2568703,-1.96,-1.4589744,-1.96,-1.5803936,-1.96,-1.5562499
2.3199997,1.4156947,2.3199997,1.4457755,2.3199997,1.0765476,2.3199997,0.4796543
-2.66,-2.6964087,-2.66,-2.3382778,-2.66,-3.0195656,-2.66,-0.7085173
2.06,-0.7262957,2.06,-1.4256034,2.06,-1.4991944,2.06,-1.1288817
-0.9599998,-1.5871615,-0.9599998,-2.040625,-0.9599998,-2.3261278,-0.9599998,-0.5611632
-2.1699998,-1.637825,-2.1699998,-1.9261861,-2.1699998,-1.7858384,-2.1699998,-1.345587
0.03999996,0.40053654,0.03999996,-1.1314178,0.03999996,-1.0146446,0.03999996,0.49098396
0.25,1.1353588,0.25,1.2706561,0.25,1.1495895,0.25,-0.64308
-1.5,0.416852,-1.5,-0.12782288,-1.5,-1.5129328,-1.5,0.4324131
1,-0.94602776,1,0.18580675,1,-0.44546413,1,0.09458351
0,-1.0209472,0,-1.2891324,0,0.38880014,0,-1.1235259
1.96,1.4059677,1.96,1.1213179,1.96,-0.2651949,1.96,-0.95502305
-0.98,-1.1382186,-0.98,-1.4272649,-0.98,-1.4488125,-0.98,-0.20362663
1,1.0396705,1,1.1505661,1,1.1234756,1,0.047136307
-1.81,-2.032735,-1.81,-1.7773092,-1.81,-1.8193321,-1.81,-1.5423796
-0.119999886,-0.12757397,-0.119999886,-0.78332853,-0.119999886,-0.6008942,-0.119999886,-0.4471798
2.98,2.4995046,2.98,2.4774323,2.98,2.69345,2.98,1.1879978
-2.1699998,-2.0046809,-2.1699998,-1.9484248,-2.1699998,-2.3214364,-2.1699998,-0.5098021
2.7800002,1.688724,2.7800002,2.2967844,2.7800002,2.8418283,2.7800002,0.23472786
1.6799998,0.97119904,1.6799998,0.7574372,1.6799998,1.8817267,1.6799998,1.0549259
0.5999999,1.0255008,0.5999999,1.096766,0.5999999,0.42370176,0.5999999,0.510828
-2.1699998,-1.4290371,-2.1699998,0.6959448,-2.1699998,1.1400499,-2.1699998,-0.011983871
0.03999996,0.50012684,0.03999996,0.058127403,0.03999996,0.90123034,0.03999996,-0.057302475
0.05000019,-0.006502628,0.05000019,-0.33354998,0.05000019,-0.9335735,0.05000019,-1.2789137
2.7200003,2.7737722,2.7200003,2.4700947,2.7200003,-1.5866551,2.7200003,0.32914162
-1.54,-1.0886114,-1.54,-1.5105071,-1.54,-1.525202,-1.54,-0.9694426
-1.3699999,-0.5698104,-1.3699999,-0.49064493,-1.3699999,-0.30796337,-1.3699999,-0.5330107
-1.6399999,-1.3101623,-1.6399999,-1.8808658,-1.6399999,-0.16246939,-1.6399999,0.33861732
-2.1699998,-1.4456854,-2.1699998,-1.7156632,-2.1699998,-1.4543879,-2.1699998,-0.20300865
1.2099996,0.8013067,1.2099996,0.96643114,1.2099996,0.9674058,1.2099996,1.1240025
2.42,1.8279533,2.42,2.347412,2.42,-0.16504383,2.42,-1.7614195
-1.3999999,-1.4023461,-1.3999999,-0.74188757,-1.3999999,1.1671343,-1.3999999,0.39972878
-1.3800001,-1.4211302,-1.3800001,-1.1238077,-1.3800001,-0.79051733,-1.3800001,0.3436985
3.13,3.1835651,3.13,3.311832,3.13,2.7864351,3.13,0.57660866
-1.25,0.5092292,-1.25,0.33359957,-1.25,-0.26945162,-1.25,0.96785927
-3.13,-2.616554,-3.13,-2.6357212,-3.13,-2.977127,-3.13,-0.9175322
0.4000001,0.04453087,0.4000001,0.012376785,0.4000001,0.3437009,0.4000001,-1.5507567
-1.0799999,-0.9030185,-1.0799999,-1.5975056,-1.0799999,1.5777035,-1.0799999,-0.10289574
1.1300001,0.66108704,1.1300001,1.5491152,1.1300001,-0.025982857,1.1300001,-0.5438597
3.13,2.848906,3.13,2.5262747,3.13,3.3498259,3.13,1.8330326
2.2799997,2.3746552,2.2799997,2.1604495,2.2799997,1.8253508,2.2799997,1.0067234
2.54,2.2779284,2.54,2.5598588,2.54,2.5472927,2.54,1.1457005
-1.81,1.3612595,-1.81,0.339365,-1.81,2.085411,-1.81,1.5873508
-1.1500001,0.40342712,-1.1500001,0.13960171,-1.1500001,1.285233,-1.1500001,-0.003263474
-2.0600002,-2.381744,-2.0600002,-1.5755734,-2.0600002,-2.245295,-2.0600002,-1.5223296
0,-3.061616,0,-2.4712791,0,-3.4480617,0,-1.984854
0.2800002,1.6504984,0.2800002,-0.037675858,0.2800002,0.53058004,0.2800002,-0.80876756
-0.5999999,-1.0717187,-0.5999999,-1.2783039,-0.5999999,-1.3021891,-0.5999999,0.3805027
0.77,0.21484089,0.77,0.17065287,0.77,0.44799328,0.77,-0.7896788
1.9900002,0.24921465,1.9900002,0.59375286,1.9900002,0.90276194,1.9900002,0.5962467
1.48,0.6619015,1.48,1.5923085,1.48,1.3609872,1.48,0.5358906
-2.0600002,-1.7538147,-2.0600002,-1.7280858,-2.0600002,-1.4536304,-2.0600002,-1.1729643
-2.6799998,-2.123762,-2.6799998,-2.6043808,-2.6799998,-2.5845015,-2.6799998,-1.033232
-1.52,-1.8333683,-1.52,-0.7533293,-1.52,-2.0906396,-1.52,-0.38586235
-0.6500001,-2.8897452,-0.6500001,-2.3742886,-0.6500001,-3.0301583,-0.6500001,-0.29309654
0.3300004,0.7829838,0.3300004,0.32120228,0.3300004,-0.9255965,0.3300004,0.15363503
-3.44,2.774479,-3.44,3.0878825,-3.44,3.06776,-3.44,0.25079536
1.7399998,1.5352888,1.7399998,1.4602208,1.7399998,2.0529103,1.7399998,1.2668247
0.40999985,0.4108553,0.40999985,0.26793385,0.40999985,0.8468094,0.40999985,0.81542397
2.3500004,1.5413733,2.3500004,2.429834,2.3500004,2.0383277,2.3500004,0.46001625
-1.5799999,-1.7686639,-1.5799999,-2.0151086,-1.5799999,-1.9885616,-1.5799999,0.55147743
-1.99,-1.095144,-1.99,-2.264771,-1.99,-1.7440617,-1.99,-0.58663774
-2.07,-2.2696576,-2.07,-1.408304,-2.07,-1.9911821,-2.07,-0.026952744
0,2.3243275,0,2.114387,0,2.5518227,0,1.1827793
-2.93,-1.8947172,-2.93,-1.9356606,-2.93,-2.3721795,-2.93,0.26185036
-2.3,-0.4028325,-2.3,-1.0680218,-2.3,-0.7236657,-2.3,0.781229
-1.6299999,-1.4484015,-1.6299999,-1.512171,-1.6299999,-1.623987,-1.6299999,-1.5081847
2.3000002,-1.3569582,2.3000002,1.6055655,2.3000002,1.0331898,2.3000002,0.73412514
-2.31,-0.8139353,-2.31,-1.805943,-2.31,-1.853935,-2.31,0.13564491
-1.72,-1.1839099,-1.72,-0.89261866,-1.72,-1.2108927,-1.72,-0.29927635
-0.059999943,-0.27816105,-0.059999943,-0.43497944,-0.059999943,0.80337715,-0.059999943,0.5664463
2.48,1.7484388,2.48,1.5886302,2.48,2.2012396,2.48,0.3224125
-3.51,1.0225792,-3.51,3.096099,-3.51,3.7283993,-3.51,0.37233162
-0.19999981,-0.1720891,-0.19999981,-0.021081924,-0.19999981,-0.872633,-0.19999981,-0.00758934
0.47000027,0.8844552,0.47000027,1.520989,0.47000027,1.3063259,0.47000027,0.6981449
-1.8800001,-1.3648429,-1.8800001,-2.1383233,-1.8800001,-1.4058654,-1.8800001,-0.8976195
2.08,0.8662052,2.08,1.7125382,2.08,1.4121742,2.08,-0.26054955
2.4700003,1.1409407,2.4700003,1.0822053,2.4700003,1.1978817,2.4700003,1.247118
2.54,1.9646182,2.54,2.5395927,2.54,2.5742483,2.54,0.08757973
-2.3,-0.5692067,-2.3,-2.3743246,-2.3,-1.8613138,-2.3,-1.4066985
-0.89999986,-0.16552877,-0.89999986,-0.76410985,-0.89999986,0.6152735,-0.89999986,0.8693943
0,-0.95328,0,-0.7350948,0,0.48006916,0,0.48089027
3.2900004,-2.4476047,3.2900004,-1.9127688,3.2900004,-1.4101896,3.2900004,-0.15741539
-3.3400002,0.7056036,-3.3400002,0.43292904,-3.3400002,0.12440777,-3.3400002,0.23644447
-1.6699998,-1.1466336,-1.6699998,-1.4082246,-1.6699998,-1.6414442,-1.6699998,-0.08092308
0.05000019,-0.097197056,0.05000019,-0.10215473,0.05000019,-0.1799326,0.05000019,0.53925514
-3.13,-2.9341655,-3.13,-2.47285,-3.13,-3.5082178,-3.13,1.2543278
0,2.0711212,0,2.417305,0,2.2026749,0,-0.07790184
0.77999973,1.2136116,0.77999973,0.40164995,0.77999973,1.042511,0.77999973,0.9561863
-2.04,-0.7165408,-2.04,-1.3325672,-2.04,-1.571949,-2.04,0.37459755
-1.1800001,-0.36525106,-1.1800001,-0.1289382,-1.1800001,-1.3155096,-1.1800001,-0.5739348
2.7800002,1.3465214,2.7800002,1.9552054,2.7800002,2.9874177,2.7800002,0.08476448
-2.1699998,-2.2612402,-2.1699998,-2.1760156,-2.1699998,-1.9738958,-2.1699998,-1.1025145
-1.74,-1.3250711,-1.74,-1.9569466,-1.74,-2.4914105,-1.74,0.3892231
-2.3,-1.3838627,-2.3,-0.5821538,-2.3,-1.6755176,-2.3,-0.92192674
-1.6800001,-0.14793253,-1.6800001,0.17224121,-1.6800001,-0.39069462,-1.6800001,-0.5927489
1.8599997,1.7925,1.8599997,2.3323817,1.8599997,2.8926134,1.8599997,1.626215
-1.1299999,0.45395517,-1.1299999,0.029984951,-1.1299999,0.18666887,-1.1299999,-0.95982957
0.6199999,1.3876376,0.6199999,0.94199085,0.6199999,1.2784009,0.6199999,2.2565556
0,-0.390769,0,0.09209347,0,-0.10085583,0,1.1695957
2.8200002,1.902627,2.8200002,1.9182725,2.8200002,2.2404075,2.8200002,1.2335911
-3.13,2.141409,-3.13,3.0641594,-3.13,2.9060802,-3.13,0.19867897
-0.5,-0.4033785,-0.5,-0.11981344,-0.5,-1.3940482,-0.5,0.3479557
1.6799998,1.5072126,1.6799998,0.8403034,1.6799998,-1.0470967,1.6799998,1.302393
-1.1299999,-0.95372677,-1.1299999,-1.3730822,-1.1299999,-0.6746421,-1.1299999,-0.7802031
0,-1.062917,0,0.016042233,0,-1.1664174,0,-0.91918015
-2.0600002,-1.168606,-2.0600002,-0.76253605,-2.0600002,-1.2663693,-2.0600002,1.0227909
-2.72,-1.8792806,-2.72,-1.9047458,-2.72,-2.018506,-2.72,-0.16538048
1.9499998,1.8904362,1.9499998,1.2854223,1.9499998,0.8956022,1.9499998,-0.32523155
-2.75,-1.0341325,-2.75,-0.6026106,-2.75,-0.6431031,-2.75,-0.79695725
-2.3,-2.2715979,-2.3,-1.9957252,-2.3,0.833446,-2.3,-1.3814299
-1.24,-1.6979551,-1.24,-0.9139705,-1.24,-1.9932563,-1.24,-1.5301573
-2.0600002,-1.6647148,-2.0600002,-2.0700998,-2.0600002,1.4320936,-2.0600002,1.2087345
2.77,2.542233,2.77,2.8477478,2.77,2.8628836,2.77,1.5781498
-2.0600002,-1.2822876,-2.0600002,-1.9830067,-2.0600002,-1.4397805,-2.0600002,-0.004705429
-2.1699998,-1.251955,-2.1699998,-2.1665895,-2.1699998,-1.8628027,-2.1699998,-0.87866807
-0.11000013,-1.058414,-0.11000013,-1.1155396,-0.11000013,-1.7774427,-0.11000013,-1.5007689
-1.1800001,-0.98479366,-1.1800001,-0.6423969,-1.1800001,-0.9015806,-1.1800001,0.53499794
2.75,1.5562873,2.75,1.5094128,2.75,1.9010482,2.75,1.0023289
-2.0600002,-1.8266721,-2.0600002,-1.6443062,-2.0600002,-2.1245737,-2.0600002,-0.75877976
2.17,1.7418275,2.17,1.9468241,2.17,1.9514384,2.17,0.029352188
-2.0600002,-2.3261638,-2.0600002,-2.0635655,-2.0600002,-2.4290187,-2.0600002,0.44861794
-2.0600002,-2.1401684,-2.0600002,-1.5391076,-2.0600002,-2.536724,-2.0600002,-0.9075072
-2.8400002,-2.0999212,-2.8400002,-2.5687845,-2.8400002,-2.9778376,-2.8400002,-1.7180235
2.48,2.1201177,2.48,1.5637932,2.48,1.6956797,2.48,0.021936417
2.0100002,0.9237366,2.0100002,0.975029,2.0100002,0.9033489,2.0100002,0.15686226
-1.8800001,-1.7314069,-1.8800001,-1.5815239,-1.8800001,0.034773827,-1.8800001,0.037042618
-1.8800001,-0.3378501,-1.8800001,-1.2553313,-1.8800001,-0.25671768,-1.8800001,0.3398533
1.6799998,1.2256751,1.6799998,1.3602977,1.6799998,1.4610744,1.6799998,1.1327229
1.6300001,1.5754757,1.6300001,1.7937589,1.6300001,0.5001421,1.6300001,0.65777016
-1.49,-1.3693554,-1.49,-1.2473552,-1.49,-2.1671355,-1.49,-1.995291
-1.5799999,-1.0535753,-1.5799999,-1.4274225,-1.5799999,-1.4669242,-1.5799999,-0.277853
-0.98,-0.26099205,-0.98,-0.59935975,-0.98,-0.4683709,-0.98,0.41483498
-1.4100001,-1.6537924,-1.4100001,-1.4112916,-1.4100001,-1.0936298,-1.4100001,-0.6006453
1.5799999,1.3678598,1.5799999,1.9535828,1.5799999,1.3765578,1.5799999,-0.60812974
-2.48,-2.3847487,-2.48,-2.3587067,-2.48,-2.0482707,-2.48,-0.8987181
-0.4500003,0.5048275,-0.4500003,1.039331,-0.4500003,0.5126786,-0.4500003,0.23150063
1.5300002,0.6591177,1.5300002,2.0261292,1.5300002,2.6450415,1.5300002,1.0677662
2,1.0125523,2,1.3357024,2,1.2081633,2,0.39258766
1.8800001,2.2161193,1.8800001,1.4855709,1.8800001,1.3724251,1.8800001,0.29192543
2.48,2.2037096,2.48,3.0287423,2.48,2.5931177,2.48,0.80615425
1.6300001,1.815392,1.6300001,1.436801,1.6300001,-0.32904387,1.6300001,0.5832691
-0.42999983,-0.14543009,-0.42999983,-0.21165133,-0.42999983,0.37131405,-0.42999983,0.3743229
1.6799998,-0.1882124,1.6799998,0.7178297,1.6799998,-0.2503128,1.6799998,0.26377296
0,-0.34797955,0,-0.42753077,0,-0.3202238,0,-1.0349486
-2.72,-2.488747,-2.72,-2.294706,-2.72,-0.89007235,-2.72,0.12864113
1.4499998,1.5375838,1.4499998,2.1812625,1.4499998,1.6848621,1.4499998,-0.5372679
-1.8800001,-1.8016939,-1.8800001,-2.2725813,-1.8800001,-2.102204,-1.8800001,-0.98036027
0,0.78968716,0,0.97739124,0,-0.3835497,0,0.1490345
-3.13,-2.533709,-3.13,-2.3843844,-3.13,-2.3418796,-3.13,-0.81151414
-0.8599999,-0.98458695,-0.8599999,-0.55550194,-0.8599999,0.036882877,-0.8599999,-0.97946763
-1.3299999,0.58665085,-1.3299999,-1.0525098,-1.3299999,0.17706013,-1.3299999,0.32131386
-0.5,-0.23222828,-0.5,-0.18656063,-0.5,0.055500984,-0.5,-0.55560136
2.7200003,2.724393,2.7200003,2.6114106,2.7200003,2.8577027,2.7200003,0.6730137
0.5300002,0.27313232,0.5300002,1.0477109,0.5300002,-0.29465294,0.5300002,-0.04274559
-1.9699998,1.0248871,-1.9699998,0.83228445,-1.9699998,1.5258894,-1.9699998,0.43406105
0.8800001,0.49115086,0.8800001,1.5604649,0.8800001,1.0150795,0.8800001,0.49194527
-0.9599998,-1.3769879,-0.9599998,-0.41859102,-0.9599998,-0.03143835,-0.9599998,-0.46159935
2.3000002,1.8735819,2.3000002,1.6840844,2.3000002,1.8721962,2.3000002,0.8298435
4.5,2.833465,4.5,3.842598,4.5,3.7686205,4.5,-0.38565636
-1.96,-2.1022131,-1.96,-2.680519,-1.96,-2.539447,-1.96,-0.1655178
0,1.1409407,0,1.0822053,0,1.1978817,0,1.2470493
-3.13,-1.9185529,-3.13,-2.4272263,-3.13,-2.541696,-3.13,1.0562992
-0.53,-1.4331517,-0.53,-1.5904341,-0.53,-1.0763774,-0.53,-0.66951585
2.17,1.762413,2.17,0.27326775,2.17,-0.70995975,2.17,0.2313633
-1.8800001,-2.0090227,-1.8800001,-1.9801798,-1.8800001,-0.9744191,-1.8800001,-1.0040495
-0.15999985,-0.24135542,-0.15999985,-0.77944064,-0.15999985,-0.061198235,-0.15999985,0.39080238
2.9,2.3126755,2.9,3.250039,2.9,2.7403002,2.9,-0.058813095
-1.9200001,-1.0711608,-1.9200001,-1.2443812,-1.9200001,-1.8639355,-1.9200001,-1.7743285
-0.75,-1.2578235,-0.75,-0.5669291,-0.75,-2.0199747,-0.75,0.060251236
-0.03999996,0.09283066,-0.03999996,-0.1771121,-0.03999996,-0.33375263,-0.03999996,-0.40172386
0,-0.069723606,0,-0.63189983,0,-0.7588289,0,-0.75054
-1.27,0.8201165,-1.27,0.6637955,-1.27,0.14290619,-1.27,-0.100904465
-0.6200001,-0.5374446,-0.6200001,-0.6914222,-0.6200001,-0.8246596,-0.6200001,-1.128401
-0.5,-0.32255173,-0.5,-0.9180682,-0.5,-0.44825792,-0.5,-0.30490685
1.4899998,0.8260293,1.4899998,1.395968,1.4899998,0.83976316,1.4899998,0.7291126
1.1499996,0.9678936,1.1499996,0.880177,1.1499996,2.5126925,1.1499996,0.8996067
-1.1800001,-1.9379706,-1.1800001,-1.3818586,-1.1800001,0.17912054,-1.1800001,0.078790665
-2.3,-1.716702,-2.3,-1.8023405,-2.3,-2.5207548,-2.3,-0.11635399
0,-1.4934843,0,-1.231164,0,-1.4278455,0,0.41044044
-1.5799999,-1.2604501,-1.5799999,-1.1075981,-1.5799999,-1.5204268,-1.5799999,-0.04109764
1.52,-2.7070522,1.52,-0.3340106,1.52,0.21952772,1.52,0.49627113
-2.0900002,-2.8662498,-2.0900002,-2.3517985,-2.0900002,-2.2586925,-2.0900002,1.4682865
-2.9,-2.342229,-2.9,-2.0038362,-2.9,-2.8951013,-2.9,-0.0045681
-1.81,-1.3456516,-1.81,-0.4577422,-1.81,-1.3803787,-1.81,-0.611357
-1.5799999,-2.2945771,-1.5799999,-2.3940167,-1.5799999,-2.2895608,-1.5799999,-2.213507
