Observed Value 1,Predicted Value 1,Observed Value 2,Predicted Value 2,Observed Value 3,Predicted Value 3,Observed Value 4,Predicted Value 4
,,0.50175846,0.8785532,,,,
,,0.47381997,0.86307603,,,,
,,0.50175846,0.6751515,,,,
,,-0.24011102,0.07203671,,,,
,,-0.26489234,0.07989806,,,,
,,0.02369064,0.115350485,,,,
,,0.02369064,0.096826315,,,,
,,-0.07114786,0.11455035,,,,
,,0.53023446,0.6806912,,,,
,,0.5890022,0.76173764,,,,
,,-0.07114786,0.07775998,,,,
,,1.0749905,1.0382326,,,,
,,0.83962756,1.0556884,,,,
,,0.392794,0.80092174,,,,
,,0.7155457,0.9458956,,,,
,,0.50175846,0.7600569,,,,
,,0.47381997,0.73007685,,,,
,,0.24011105,0.8268532,,,,
,,0.5592976,0.8797434,,,,
,,0.40603667,0.80213827,,,,
,,0.65058357,0.908923,,,,
,,0.5592976,0.7664053,,,,
,,0.44637358,0.685275,,,,
,,0.5592976,0.7322143,,,,
,,0.53023446,0.80034035,,,,
,,0.8586766,1.0176768,,,,
,,0.30250412,0.80544645,,,,
,,0.44637358,0.80760044,,,,
,,1.3011672,1.11643,,,,
,,1.3011672,1.1628575,,,,
,,1.3011672,1.3069134,,,,
,,1.3011672,0.54780865,,,,
,,0.5592976,0.7874537,,,,
,,1.0272076,0.97120863,,,,
,,1.0749905,1.0285044,,,,
,,0.5592976,0.813494,,,,
,,0.5890022,0.72902876,,,,
,,0.8209451,0.72489434,,,,
,,0.02369064,0.07074064,,,,
,,-0.3151717,0.09946889,,,,
,,0.47381997,0.31248844,,,,
,,0.02369064,0.11724627,,,,
,,0.24011105,0.1270032,,,,
,,0.61940867,0.841003,,,,
,,0.61940867,0.87112373,,,,
,,0.9389873,0.6559482,,,,
,,0.02369064,0.07164705,,,,
,,0,0.07334876,,,,
,,0.047400236,0.11982709,,,,
,,0.047400236,0.1057961,,,,
,,-0.023690611,0.10491532,,,,
,,0.5890022,0.6620013,,,,
,,0.7846032,0.74757916,,,,
,,0.14281297,0.071942866,,,,
,,1.1798906,1.0815716,,,,
,,1.1257224,1.0540609,,,,
,,0.50175846,0.8012139,,,,
,,0.9819805,0.9305548,,,,
,,0.5890022,0.8046712,,,,
,,0.50175846,0.77619034,,,,
,,0.5592976,0.83448833,,,,
,,0.50175846,0.8421119,,,,
,,1.0749905,0.5598306,,,,
,,0.44637358,0.8047206,,,,
,,0.65058357,0.7733436,,,,
,,0.5890022,0.6692876,,,,
,,0.50175846,0.72574896,,,,
,,0.61940867,0.78386575,,,,
,,1.1523421,0.9894716,,,,
,,0.40603667,0.76092833,,,,
,,0.6826014,0.77981514,,,,
,,1.7436576,1.3389697,,,,
,,1.7436576,1.1720982,,,,
,,1.4463253,1.2257996,,,,
,,1.7436576,0.9153907,,,,
